12:11 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:26 a. m. --- humedad: 8 , humedad Relativa: 7.666667 , Temperatura: 10.33333 , luminosidad: 38.16
01:27 a. m. --- humedad: 6 , humedad Relativa: 7.333333 , Temperatura: 10.33333 , luminosidad: 43.92
01:27 a. m. --- humedad: 6 , humedad Relativa: 7.333333 , Temperatura: 10.33333 , luminosidad: 43.92
01:27 a. m. --- humedad: 6 , humedad Relativa: 7.333333 , Temperatura: 10.33333 , luminosidad: 43.92
01:27 a. m. --- humedad: 12 , humedad Relativa: 5.333333 , Temperatura: 3.666667 , luminosidad: 41.04
01:27 a. m. --- humedad: 12 , humedad Relativa: 5.333333 , Temperatura: 3.666667 , luminosidad: 41.04
01:27 a. m. --- humedad: 8.333333 , humedad Relativa: 7.333333 , Temperatura: 7.666667 , luminosidad: 23.76
01:27 a. m. --- humedad: 8.333333 , humedad Relativa: 7.333333 , Temperatura: 7.666667 , luminosidad: 23.76
01:27 a. m. --- humedad: 8.333333 , humedad Relativa: 7.333333 , Temperatura: 7.666667 , luminosidad: 23.76
01:27 a. m. --- humedad: 9.333333 , humedad Relativa: 7 , Temperatura: 7.666667 , luminosidad: 30.96
01:27 a. m. --- humedad: 9.333333 , humedad Relativa: 7 , Temperatura: 7.666667 , luminosidad: 30.96
01:27 a. m. --- humedad: 10.33333 , humedad Relativa: 4.666667 , Temperatura: 6.333333 , luminosidad: 26.64
01:27 a. m. --- humedad: 10.33333 , humedad Relativa: 4.666667 , Temperatura: 6.333333 , luminosidad: 26.64
01:27 a. m. --- humedad: 10.33333 , humedad Relativa: 4.666667 , Temperatura: 6.333333 , luminosidad: 26.64
01:27 a. m. --- humedad: 10.33333 , humedad Relativa: 13.33333 , Temperatura: 10.66667 , luminosidad: 45.36
01:27 a. m. --- humedad: 10.33333 , humedad Relativa: 13.33333 , Temperatura: 10.66667 , luminosidad: 45.36
01:27 a. m. --- humedad: 9.666667 , humedad Relativa: 12.33333 , Temperatura: 13 , luminosidad: 28.8
01:28 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:28 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:28 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:28 a. m. --- humedad: 15 , humedad Relativa: 13 , Temperatura: 11.66667 , luminosidad: 45.36
01:28 a. m. --- humedad: 15 , humedad Relativa: 13 , Temperatura: 11.66667 , luminosidad: 45.36
01:29 a. m. --- humedad: 14.66667 , humedad Relativa: 10 , Temperatura: 12.33333 , luminosidad: 37.44
01:29 a. m. --- humedad: 14.66667 , humedad Relativa: 10 , Temperatura: 12.33333 , luminosidad: 37.44
01:29 a. m. --- humedad: 14.66667 , humedad Relativa: 10 , Temperatura: 12.33333 , luminosidad: 37.44
01:29 a. m. --- humedad: 11.33333 , humedad Relativa: 12.33333 , Temperatura: 6 , luminosidad: 52.56
01:29 a. m. --- humedad: 11.33333 , humedad Relativa: 12.33333 , Temperatura: 6 , luminosidad: 52.56
01:29 a. m. --- humedad: 7.333333 , humedad Relativa: 5.666667 , Temperatura: 6.333333 , luminosidad: 34.56
01:29 a. m. --- humedad: 7.333333 , humedad Relativa: 5.666667 , Temperatura: 6.333333 , luminosidad: 34.56
01:29 a. m. --- humedad: 7.333333 , humedad Relativa: 5.666667 , Temperatura: 6.333333 , luminosidad: 34.56
01:29 a. m. --- humedad: 7.666667 , humedad Relativa: 5 , Temperatura: 12 , luminosidad: 49.68
01:29 a. m. --- humedad: 7.666667 , humedad Relativa: 5 , Temperatura: 12 , luminosidad: 49.68
01:29 a. m. --- humedad: 7.333333 , humedad Relativa: 7 , Temperatura: 8.666667 , luminosidad: 41.76
01:32 a. m. --- humedad: 13.66667 , humedad Relativa: 13.66667 , Temperatura: 3.333333 , luminosidad: 0
01:32 a. m. --- humedad: 13.66667 , humedad Relativa: 13.66667 , Temperatura: 3.333333 , luminosidad: 0
01:32 a. m. --- humedad: 13.66667 , humedad Relativa: 13.66667 , Temperatura: 3.333333 , luminosidad: 0
01:32 a. m. --- humedad: 8 , humedad Relativa: 9.666667 , Temperatura: 7 , luminosidad: 25.92
01:32 a. m. --- humedad: 8 , humedad Relativa: 9.666667 , Temperatura: 7 , luminosidad: 25.92
01:32 a. m. --- humedad: 15.66667 , humedad Relativa: 10.33333 , Temperatura: 9.333333 , luminosidad: 30.96
01:32 a. m. --- humedad: 15.66667 , humedad Relativa: 10.33333 , Temperatura: 9.333333 , luminosidad: 30.96
01:32 a. m. --- humedad: 15.66667 , humedad Relativa: 10.33333 , Temperatura: 9.333333 , luminosidad: 30.96
01:33 a. m. --- humedad: 9.333333 , humedad Relativa: 11.33333 , Temperatura: 12.66667 , luminosidad: 43.2
01:33 a. m. --- humedad: 9.333333 , humedad Relativa: 11.33333 , Temperatura: 12.66667 , luminosidad: 43.2
01:33 a. m. --- humedad: 8 , humedad Relativa: 15 , Temperatura: 10 , luminosidad: 43.92
01:33 a. m. --- humedad: 8 , humedad Relativa: 15 , Temperatura: 10 , luminosidad: 43.92
01:33 a. m. --- humedad: 8 , humedad Relativa: 15 , Temperatura: 10 , luminosidad: 43.92
01:33 a. m. --- humedad: 15 , humedad Relativa: 2.666667 , Temperatura: 8.333333 , luminosidad: 43.2
01:33 a. m. --- humedad: 15 , humedad Relativa: 2.666667 , Temperatura: 8.333333 , luminosidad: 43.2
01:33 a. m. --- humedad: 12 , humedad Relativa: 9 , Temperatura: 2.666667 , luminosidad: 16.56
01:33 a. m. --- humedad: 12 , humedad Relativa: 9 , Temperatura: 2.666667 , luminosidad: 16.56
01:33 a. m. --- humedad: 12 , humedad Relativa: 9 , Temperatura: 2.666667 , luminosidad: 16.56
01:33 a. m. --- humedad: 2.666667 , humedad Relativa: 7 , Temperatura: 10 , luminosidad: 48.24
01:34 a. m. --- humedad: 12 , humedad Relativa: 10 , Temperatura: 12.33333 , luminosidad: 0
01:34 a. m. --- humedad: 12 , humedad Relativa: 10 , Temperatura: 12.33333 , luminosidad: 0
01:34 a. m. --- humedad: 12 , humedad Relativa: 10 , Temperatura: 12.33333 , luminosidad: 0
01:34 a. m. --- humedad: 11.66667 , humedad Relativa: 9 , Temperatura: 11.66667 , luminosidad: 34.56
01:34 a. m. --- humedad: 11.66667 , humedad Relativa: 9 , Temperatura: 11.66667 , luminosidad: 34.56
01:36 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:36 a. m. --- humedad: 12.66667 , humedad Relativa: 9 , Temperatura: 2.666667 , luminosidad: 0
01:36 a. m. --- humedad: 12.66667 , humedad Relativa: 9 , Temperatura: 2.666667 , luminosidad: 0
01:36 a. m. --- humedad: 11 , humedad Relativa: 9.333333 , Temperatura: 12.33333 , luminosidad: 40.32
01:36 a. m. --- humedad: 11 , humedad Relativa: 9.333333 , Temperatura: 12.33333 , luminosidad: 40.32
01:36 a. m. --- humedad: 8.666667 , humedad Relativa: 2.333333 , Temperatura: 16.66667 , luminosidad: 52.56
01:36 a. m. --- humedad: 8.666667 , humedad Relativa: 2.333333 , Temperatura: 16.66667 , luminosidad: 52.56
01:36 a. m. --- humedad: 8.666667 , humedad Relativa: 2.333333 , Temperatura: 16.66667 , luminosidad: 52.56
01:36 a. m. --- humedad: 15.33333 , humedad Relativa: 10.33333 , Temperatura: 6.666667 , luminosidad: 37.44
01:36 a. m. --- humedad: 15.33333 , humedad Relativa: 10.33333 , Temperatura: 6.666667 , luminosidad: 37.44
01:36 a. m. --- humedad: 10.33333 , humedad Relativa: 6.333333 , Temperatura: 4.666667 , luminosidad: 41.04
01:36 a. m. --- humedad: 10.33333 , humedad Relativa: 6.333333 , Temperatura: 4.666667 , luminosidad: 41.04
01:36 a. m. --- humedad: 10.33333 , humedad Relativa: 6.333333 , Temperatura: 4.666667 , luminosidad: 41.04
01:36 a. m. --- humedad: 4.333333 , humedad Relativa: 8.666667 , Temperatura: 8.333333 , luminosidad: 25.2
01:36 a. m. --- humedad: 4.333333 , humedad Relativa: 8.666667 , Temperatura: 8.333333 , luminosidad: 25.2
01:36 a. m. --- humedad: 13.66667 , humedad Relativa: 10.33333 , Temperatura: 8.333333 , luminosidad: 18.72
01:36 a. m. --- humedad: 13.66667 , humedad Relativa: 10.33333 , Temperatura: 8.333333 , luminosidad: 18.72
01:36 a. m. --- humedad: 13.66667 , humedad Relativa: 10.33333 , Temperatura: 8.333333 , luminosidad: 18.72
01:36 a. m. --- humedad: 10.66667 , humedad Relativa: 9 , Temperatura: 2.333333 , luminosidad: 30.24
01:36 a. m. --- humedad: 10.66667 , humedad Relativa: 9 , Temperatura: 2.333333 , luminosidad: 30.24
01:36 a. m. --- humedad: 7 , humedad Relativa: 10 , Temperatura: 10.66667 , luminosidad: 51.12
01:36 a. m. --- humedad: 7 , humedad Relativa: 10 , Temperatura: 10.66667 , luminosidad: 51.12
01:36 a. m. --- humedad: 7 , humedad Relativa: 10 , Temperatura: 10.66667 , luminosidad: 51.12
01:36 a. m. --- humedad: 6.666667 , humedad Relativa: 10 , Temperatura: 9 , luminosidad: 33.84
01:37 a. m. --- humedad: 6.666667 , humedad Relativa: 10 , Temperatura: 9 , luminosidad: 33.84
01:37 a. m. --- humedad: 4 , humedad Relativa: 6.333333 , Temperatura: 16 , luminosidad: 35.28
01:41 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:41 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:41 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:41 a. m. --- humedad: 2.666667 , humedad Relativa: 13.66667 , Temperatura: 7 , luminosidad: 30.24
01:41 a. m. --- humedad: 2.666667 , humedad Relativa: 13.66667 , Temperatura: 7 , luminosidad: 30.24
01:41 a. m. --- humedad: 9.666667 , humedad Relativa: 11 , Temperatura: 10 , luminosidad: 38.16
01:42 a. m. --- humedad: 9.666667 , humedad Relativa: 11 , Temperatura: 10 , luminosidad: 38.16
01:42 a. m. --- humedad: 9.666667 , humedad Relativa: 11 , Temperatura: 10 , luminosidad: 38.16
01:42 a. m. --- humedad: 10 , humedad Relativa: 12.66667 , Temperatura: 2 , luminosidad: 45.36
01:42 a. m. --- humedad: 10 , humedad Relativa: 12.66667 , Temperatura: 2 , luminosidad: 45.36
01:42 a. m. --- humedad: 5 , humedad Relativa: 5.333333 , Temperatura: 13 , luminosidad: 36
01:42 a. m. --- humedad: 5 , humedad Relativa: 5.333333 , Temperatura: 13 , luminosidad: 36
01:42 a. m. --- humedad: 5 , humedad Relativa: 5.333333 , Temperatura: 13 , luminosidad: 36
01:42 a. m. --- humedad: 8.333333 , humedad Relativa: 14.66667 , Temperatura: 8.333333 , luminosidad: 40.32
01:42 a. m. --- humedad: 8.333333 , humedad Relativa: 14.66667 , Temperatura: 8.333333 , luminosidad: 40.32
01:42 a. m. --- humedad: 14.66667 , humedad Relativa: 6.666667 , Temperatura: 14 , luminosidad: 30.96
01:42 a. m. --- humedad: 14.66667 , humedad Relativa: 6.666667 , Temperatura: 14 , luminosidad: 30.96
01:42 a. m. --- humedad: 14.66667 , humedad Relativa: 6.666667 , Temperatura: 14 , luminosidad: 30.96
01:42 a. m. --- humedad: 8 , humedad Relativa: 12 , Temperatura: 13.33333 , luminosidad: 41.04
01:42 a. m. --- humedad: 8 , humedad Relativa: 12 , Temperatura: 13.33333 , luminosidad: 41.04
01:42 a. m. --- humedad: 12 , humedad Relativa: 10.66667 , Temperatura: 11.33333 , luminosidad: 38.88
01:42 a. m. --- humedad: 12 , humedad Relativa: 10.66667 , Temperatura: 11.33333 , luminosidad: 38.88
01:42 a. m. --- humedad: 12 , humedad Relativa: 10.66667 , Temperatura: 11.33333 , luminosidad: 38.88
01:42 a. m. --- humedad: 6 , humedad Relativa: 7 , Temperatura: 13 , luminosidad: 40.32
01:42 a. m. --- humedad: 6 , humedad Relativa: 7 , Temperatura: 13 , luminosidad: 40.32
01:42 a. m. --- humedad: 7.666667 , humedad Relativa: 12.66667 , Temperatura: 9.333333 , luminosidad: 43.2
01:42 a. m. --- humedad: 7.666667 , humedad Relativa: 12.66667 , Temperatura: 9.333333 , luminosidad: 43.2
01:42 a. m. --- humedad: 7.666667 , humedad Relativa: 12.66667 , Temperatura: 9.333333 , luminosidad: 41.76
01:42 a. m. --- humedad: 9.333333 , humedad Relativa: 9.666667 , Temperatura: 6.333333 , luminosidad: 41.76
01:42 a. m. --- humedad: 9.333333 , humedad Relativa: 9.666667 , Temperatura: 6.333333 , luminosidad: 41.76
01:42 a. m. --- humedad: 13.33333 , humedad Relativa: 12 , Temperatura: 7 , luminosidad: 43.92
01:42 a. m. --- humedad: 13.33333 , humedad Relativa: 12 , Temperatura: 7 , luminosidad: 43.92
01:42 a. m. --- humedad: 13.33333 , humedad Relativa: 12 , Temperatura: 7 , luminosidad: 42.48
01:42 a. m. --- humedad: 13.33333 , humedad Relativa: 9.333333 , Temperatura: 16.33333 , luminosidad: 42.48
01:42 a. m. --- humedad: 13.33333 , humedad Relativa: 9.333333 , Temperatura: 16.33333 , luminosidad: 42.48
01:43 a. m. --- humedad: 9.333333 , humedad Relativa: 7.666667 , Temperatura: 5.666667 , luminosidad: 33.12
01:43 a. m. --- humedad: 9.333333 , humedad Relativa: 7.666667 , Temperatura: 5.666667 , luminosidad: 33.12
01:43 a. m. --- humedad: 9.333333 , humedad Relativa: 7.666667 , Temperatura: 5.666667 , luminosidad: 25.2
01:43 a. m. --- humedad: 5.333333 , humedad Relativa: 17 , Temperatura: 6.666667 , luminosidad: 25.2
01:43 a. m. --- humedad: 5.333333 , humedad Relativa: 17 , Temperatura: 6.666667 , luminosidad: 25.2
01:43 a. m. --- humedad: 10.33333 , humedad Relativa: 18.33333 , Temperatura: 6.666667 , luminosidad: 44.64
01:43 a. m. --- humedad: 10.33333 , humedad Relativa: 18.33333 , Temperatura: 6.666667 , luminosidad: 44.64
01:43 a. m. --- humedad: 10.33333 , humedad Relativa: 18.33333 , Temperatura: 6.666667 , luminosidad: 30.24
01:43 a. m. --- humedad: 14 , humedad Relativa: 12 , Temperatura: 6 , luminosidad: 30.24
01:43 a. m. --- humedad: 14 , humedad Relativa: 12 , Temperatura: 6 , luminosidad: 30.24
01:43 a. m. --- humedad: 7.333333 , humedad Relativa: 8 , Temperatura: 8.333333 , luminosidad: 30.24
01:43 a. m. --- humedad: 7.333333 , humedad Relativa: 8 , Temperatura: 8.333333 , luminosidad: 30.24
01:43 a. m. --- humedad: 13.66667 , humedad Relativa: 3.333333 , Temperatura: 8.666667 , luminosidad: 30.24
01:43 a. m. --- humedad: 13.66667 , humedad Relativa: 3.333333 , Temperatura: 8.666667 , luminosidad: 30.24
01:43 a. m. --- humedad: 13.66667 , humedad Relativa: 3.333333 , Temperatura: 8.666667 , luminosidad: 30.24
01:43 a. m. --- humedad: 4.333333 , humedad Relativa: 11.33333 , Temperatura: 9.333333 , luminosidad: 41.76
01:43 a. m. --- humedad: 4.333333 , humedad Relativa: 11.33333 , Temperatura: 9.333333 , luminosidad: 41.76
01:43 a. m. --- humedad: 0.6666667 , humedad Relativa: 11.66667 , Temperatura: 12.33333 , luminosidad: 40.32
01:43 a. m. --- humedad: 0.6666667 , humedad Relativa: 11.66667 , Temperatura: 12.33333 , luminosidad: 40.32
01:43 a. m. --- humedad: 0.6666667 , humedad Relativa: 11.66667 , Temperatura: 12.33333 , luminosidad: 40.32
01:43 a. m. --- humedad: 4.333333 , humedad Relativa: 8 , Temperatura: 10.66667 , luminosidad: 47.52
01:43 a. m. --- humedad: 4.333333 , humedad Relativa: 8 , Temperatura: 10.66667 , luminosidad: 47.52
01:43 a. m. --- humedad: 9.333333 , humedad Relativa: 14.66667 , Temperatura: 9.666667 , luminosidad: 41.04
01:43 a. m. --- humedad: 9.333333 , humedad Relativa: 14.66667 , Temperatura: 9.666667 , luminosidad: 41.04
01:43 a. m. --- humedad: 9.333333 , humedad Relativa: 14.66667 , Temperatura: 9.666667 , luminosidad: 36.72
01:43 a. m. --- humedad: 16 , humedad Relativa: 12.33333 , Temperatura: 10.33333 , luminosidad: 36.72
01:43 a. m. --- humedad: 16 , humedad Relativa: 12.33333 , Temperatura: 10.33333 , luminosidad: 36.72
01:44 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:44 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:44 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:44 a. m. --- humedad: 12.33333 , humedad Relativa: 13.66667 , Temperatura: 9.333333 , luminosidad: 24.48
01:44 a. m. --- humedad: 12.33333 , humedad Relativa: 13.66667 , Temperatura: 9.333333 , luminosidad: 24.48
01:44 a. m. --- humedad: 5.666667 , humedad Relativa: 9 , Temperatura: 13 , luminosidad: 47.52
01:44 a. m. --- humedad: 5.666667 , humedad Relativa: 9 , Temperatura: 13 , luminosidad: 47.52
01:44 a. m. --- humedad: 5.666667 , humedad Relativa: 9 , Temperatura: 13 , luminosidad: 47.52
01:44 a. m. --- humedad: 10.66667 , humedad Relativa: 7.333333 , Temperatura: 13 , luminosidad: 37.44
01:44 a. m. --- humedad: 10.66667 , humedad Relativa: 7.333333 , Temperatura: 13 , luminosidad: 37.44
01:44 a. m. --- humedad: 9.666667 , humedad Relativa: 9.333333 , Temperatura: 7 , luminosidad: 34.56
01:44 a. m. --- humedad: 9.666667 , humedad Relativa: 9.333333 , Temperatura: 7 , luminosidad: 34.56
01:44 a. m. --- humedad: 9.666667 , humedad Relativa: 9.333333 , Temperatura: 7 , luminosidad: 34.56
01:44 a. m. --- humedad: 12.66667 , humedad Relativa: 9 , Temperatura: 11.66667 , luminosidad: 43.2
01:44 a. m. --- humedad: 12.66667 , humedad Relativa: 9 , Temperatura: 11.66667 , luminosidad: 43.2
01:44 a. m. --- humedad: 6.333333 , humedad Relativa: 13 , Temperatura: 14 , luminosidad: 37.44
01:44 a. m. --- humedad: 6.333333 , humedad Relativa: 13 , Temperatura: 14 , luminosidad: 37.44
01:44 a. m. --- humedad: 6.333333 , humedad Relativa: 13 , Temperatura: 14 , luminosidad: 37.44
01:54 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:54 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:54 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:54 a. m. --- humedad: 9.333333 , humedad Relativa: 6.666667 , Temperatura: 13.33333 , luminosidad: 28.08
01:54 a. m. --- humedad: 9.333333 , humedad Relativa: 6.666667 , Temperatura: 13.33333 , luminosidad: 28.08
01:54 a. m. --- humedad: 13 , humedad Relativa: 10.33333 , Temperatura: 11.33333 , luminosidad: 51.12
01:54 a. m. --- humedad: 13 , humedad Relativa: 10.33333 , Temperatura: 11.33333 , luminosidad: 51.12
01:54 a. m. --- humedad: 13 , humedad Relativa: 10.33333 , Temperatura: 11.33333 , luminosidad: 51.12
01:54 a. m. --- humedad: 13 , humedad Relativa: 9.666667 , Temperatura: 13 , luminosidad: 20.88
01:54 a. m. --- humedad: 13 , humedad Relativa: 9.666667 , Temperatura: 13 , luminosidad: 20.88
01:54 a. m. --- humedad: 9.333333 , humedad Relativa: 13.33333 , Temperatura: 8.666667 , luminosidad: 33.12
01:54 a. m. --- humedad: 9.333333 , humedad Relativa: 13.33333 , Temperatura: 8.666667 , luminosidad: 33.12
01:57 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:57 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:57 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:57 a. m. --- humedad: 7.333333 , humedad Relativa: 7 , Temperatura: 10 , luminosidad: 28.8
01:57 a. m. --- humedad: 7.333333 , humedad Relativa: 7 , Temperatura: 10 , luminosidad: 28.8
01:57 a. m. --- humedad: 7 , humedad Relativa: 4 , Temperatura: 8 , luminosidad: 33.12
01:57 a. m. --- humedad: 7 , humedad Relativa: 4 , Temperatura: 8 , luminosidad: 33.12
01:58 a. m. --- humedad: 7 , humedad Relativa: 4 , Temperatura: 8 , luminosidad: 33.12
01:58 a. m. --- humedad: 11 , humedad Relativa: 10.66667 , Temperatura: 6 , luminosidad: 38.88
01:58 a. m. --- humedad: 11 , humedad Relativa: 10.66667 , Temperatura: 6 , luminosidad: 38.88
01:58 a. m. --- humedad: 6.666667 , humedad Relativa: 12.33333 , Temperatura: 11.66667 , luminosidad: 30.96
01:58 a. m. --- humedad: 6.666667 , humedad Relativa: 12.33333 , Temperatura: 11.66667 , luminosidad: 30.96
01:58 a. m. --- humedad: 6.666667 , humedad Relativa: 12.33333 , Temperatura: 11.66667 , luminosidad: 30.96
01:58 a. m. --- humedad: 9.666667 , humedad Relativa: 12.66667 , Temperatura: 5 , luminosidad: 15.12
01:58 a. m. --- humedad: 9.666667 , humedad Relativa: 12.66667 , Temperatura: 5 , luminosidad: 15.12
01:58 a. m. --- humedad: 4.666667 , humedad Relativa: 9.333333 , Temperatura: 11.66667 , luminosidad: 31.68
01:58 a. m. --- humedad: 4.666667 , humedad Relativa: 9.333333 , Temperatura: 11.66667 , luminosidad: 31.68
01:58 a. m. --- humedad: 4.666667 , humedad Relativa: 9.333333 , Temperatura: 11.66667 , luminosidad: 31.68
01:58 a. m. --- humedad: 7.666667 , humedad Relativa: 5.333333 , Temperatura: 12 , luminosidad: 28.08
01:58 a. m. --- humedad: 7.666667 , humedad Relativa: 5.333333 , Temperatura: 12 , luminosidad: 28.08
01:58 a. m. --- humedad: 13.66667 , humedad Relativa: 12.33333 , Temperatura: 12 , luminosidad: 41.76
01:58 a. m. --- humedad: 13.66667 , humedad Relativa: 12.33333 , Temperatura: 12 , luminosidad: 41.76
01:58 a. m. --- humedad: 13.66667 , humedad Relativa: 12.33333 , Temperatura: 12 , luminosidad: 41.76
01:58 a. m. --- humedad: 4.333333 , humedad Relativa: 6.333333 , Temperatura: 14.33333 , luminosidad: 30.96
01:58 a. m. --- humedad: 4.333333 , humedad Relativa: 6.333333 , Temperatura: 14.33333 , luminosidad: 30.96
01:58 a. m. --- humedad: 10.33333 , humedad Relativa: 8 , Temperatura: 6 , luminosidad: 45.36
01:58 a. m. --- humedad: 10.33333 , humedad Relativa: 8 , Temperatura: 6 , luminosidad: 45.36
01:58 a. m. --- humedad: 10.33333 , humedad Relativa: 8 , Temperatura: 6 , luminosidad: 36.72
01:58 a. m. --- humedad: 8.333333 , humedad Relativa: 8.666667 , Temperatura: 2.666667 , luminosidad: 36.72
01:58 a. m. --- humedad: 8.333333 , humedad Relativa: 8.666667 , Temperatura: 2.666667 , luminosidad: 36.72
01:58 a. m. --- humedad: 8 , humedad Relativa: 10.33333 , Temperatura: 10.66667 , luminosidad: 32.4
01:58 a. m. --- humedad: 8 , humedad Relativa: 10.33333 , Temperatura: 10.66667 , luminosidad: 32.4
01:58 a. m. --- humedad: 8 , humedad Relativa: 10.33333 , Temperatura: 10.66667 , luminosidad: 38.16
01:59 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:59 a. m. --- humedad: 12 , humedad Relativa: 8.333333 , Temperatura: 2 , luminosidad: 0
01:59 a. m. --- humedad: 12 , humedad Relativa: 8.333333 , Temperatura: 2 , luminosidad: 0
01:59 a. m. --- humedad: 13.66667 , humedad Relativa: 14.33333 , Temperatura: 12.33333 , luminosidad: 28.08
01:59 a. m. --- humedad: 13.66667 , humedad Relativa: 14.33333 , Temperatura: 12.33333 , luminosidad: 28.08
01:59 a. m. --- humedad: 16.33333 , humedad Relativa: 8.333333 , Temperatura: 3.666667 , luminosidad: 52.56
01:59 a. m. --- humedad: 16.33333 , humedad Relativa: 8.333333 , Temperatura: 3.666667 , luminosidad: 52.56
01:59 a. m. --- humedad: 16.33333 , humedad Relativa: 8.333333 , Temperatura: 3.666667 , luminosidad: 52.56
01:59 a. m. --- humedad: 12 , humedad Relativa: 6.666667 , Temperatura: 11 , luminosidad: 28.08
01:59 a. m. --- humedad: 12 , humedad Relativa: 6.666667 , Temperatura: 11 , luminosidad: 28.08
02:05 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
02:05 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
02:06 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
02:06 a. m. --- humedad: 5.666667 , humedad Relativa: 2 , Temperatura: 9.333333 , luminosidad: 36
02:06 a. m. --- humedad: 5.666667 , humedad Relativa: 2 , Temperatura: 9.333333 , luminosidad: 36
02:06 a. m. --- humedad: 10.33333 , humedad Relativa: 8.666667 , Temperatura: 15 , luminosidad: 35.28
02:06 a. m. --- humedad: 10.33333 , humedad Relativa: 8.666667 , Temperatura: 15 , luminosidad: 35.28
02:06 a. m. --- humedad: 10.33333 , humedad Relativa: 8.666667 , Temperatura: 15 , luminosidad: 35.28
02:06 a. m. --- humedad: 6 , humedad Relativa: 10.66667 , Temperatura: 4 , luminosidad: 32.4
02:06 a. m. --- humedad: 6 , humedad Relativa: 10.66667 , Temperatura: 4 , luminosidad: 32.4
02:06 a. m. --- humedad: 16 , humedad Relativa: 13.33333 , Temperatura: 13.33333 , luminosidad: 25.2
02:06 a. m. --- humedad: 16 , humedad Relativa: 13.33333 , Temperatura: 13.33333 , luminosidad: 25.2
02:06 a. m. --- humedad: 16 , humedad Relativa: 13.33333 , Temperatura: 13.33333 , luminosidad: 25.2
02:06 a. m. --- humedad: 6.333333 , humedad Relativa: 5.666667 , Temperatura: 9 , luminosidad: 38.88
02:06 a. m. --- humedad: 6.333333 , humedad Relativa: 5.666667 , Temperatura: 9 , luminosidad: 38.88
02:06 a. m. --- humedad: 5 , humedad Relativa: 11.33333 , Temperatura: 9.666667 , luminosidad: 24.48
02:06 a. m. --- humedad: 5 , humedad Relativa: 11.33333 , Temperatura: 9.666667 , luminosidad: 24.48
02:06 a. m. --- humedad: 5 , humedad Relativa: 11.33333 , Temperatura: 9.666667 , luminosidad: 24.48
02:06 a. m. --- humedad: 3 , humedad Relativa: 11.66667 , Temperatura: 6.333333 , luminosidad: 41.76
02:06 a. m. --- humedad: 3 , humedad Relativa: 11.66667 , Temperatura: 6.333333 , luminosidad: 41.76
02:06 a. m. --- humedad: 10 , humedad Relativa: 8.333333 , Temperatura: 7 , luminosidad: 29.52
02:06 a. m. --- humedad: 10 , humedad Relativa: 8.333333 , Temperatura: 7 , luminosidad: 29.52
02:06 a. m. --- humedad: 10 , humedad Relativa: 8.333333 , Temperatura: 7 , luminosidad: 29.52
02:06 a. m. --- humedad: 7.666667 , humedad Relativa: 6 , Temperatura: 8 , luminosidad: 43.92
02:06 a. m. --- humedad: 7.666667 , humedad Relativa: 6 , Temperatura: 8 , luminosidad: 43.92
02:06 a. m. --- humedad: 12 , humedad Relativa: 14 , Temperatura: 7.666667 , luminosidad: 36.72
02:06 a. m. --- humedad: 12 , humedad Relativa: 14 , Temperatura: 7.666667 , luminosidad: 36.72
02:06 a. m. --- humedad: 12 , humedad Relativa: 14 , Temperatura: 7.666667 , luminosidad: 36.72
02:06 a. m. --- humedad: 10 , humedad Relativa: 8.333333 , Temperatura: 11 , luminosidad: 19.44
02:08 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
